pvs,r_frames_4k,r_frames_1080,mean_v0_4k,mean_v1_4k,range_v0_4k,range_v1_4k,res_label,codec,crf,src
Riverbed_1920x1080p25__1280x720__hevc__crf23,0.8379653976528718,0.8793956034894712,92.69765423846154,82.05162086923077,9.820847,15.151475000000005,720p,hevc,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__hevc__crf28,0.8875810119896762,0.9306345322295801,82.1475087,66.2843920076923,10.800925000000007,20.843819999999994,720p,hevc,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__hevc__crf33,0.9026277815533016,0.9612100404725971,69.66466934615386,45.88554216153846,12.036373999999995,24.403676000000004,720p,hevc,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__hevc__crf38,0.782004198872757,0.9176731753310566,58.35172767692308,22.664588938461538,11.928837999999999,29.419216000000002,720p,hevc,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__hevc__crf43,0.63695161232175,0.8612886146980089,49.58903316153847,2.8628742923076924,15.176769999999998,17.888115,720p,hevc,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__vp9__crf20,-0.0840051640316978,-0.10599466553307296,99.97751316153845,98.92337904615384,2.923288999999997,3.410898000000003,720p,vp9,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__vp9__crf30,0.7184637473430081,0.8282329259414856,98.93034045384616,92.04859213846154,4.112128999999996,13.491265999999996,720p,vp9,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__vp9__crf40,0.9511998285583688,0.9658027137941141,91.18404286153846,76.21539574615383,13.994418999999994,31.976437000000004,720p,vp9,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__vp9__crf50,0.9733960036473664,0.9854600728305523,77.54420861538462,52.360245476923076,27.909059999999997,45.074223999999994,720p,vp9,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1280x720__vp9__crf60,0.9697357486338046,0.9878636049850039,62.69000678461538,24.31147726153846,29.973825000000005,50.902252000000004,720p,vp9,60,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__av1__crf20,,-0.0077519379851293015,99.97700253076924,100.0,2.9896710000000013,0.0,1080p,av1,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__av1__crf30,-0.1326662211631626,-0.1591487196155117,99.94161955384615,95.86200352307692,7.589457999999993,8.515165999999994,1080p,av1,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__av1__crf40,0.7382731257881212,0.808646902481122,96.05713333076923,79.41808927692308,17.636362000000005,17.558818000000002,1080p,av1,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__av1__crf50,0.8468754159115848,0.9025284958449035,83.4170028,56.30122863076923,21.489638,21.100766000000007,1080p,av1,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__av1__crf60,0.8686112223902639,0.9349226265821292,65.74629465384616,30.531487392307685,19.362884,22.582663,1080p,av1,60,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__h264__crf18,,,99.96476742307692,100.0,4.580235000000002,0.0,1080p,h264,18,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__h264__crf23,0.039490271184396145,0.039469322899609936,99.92705994615383,97.07466524615384,9.482207000000002,3.776335000000003,1080p,h264,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__h264__crf28,0.5207305421978452,0.5504614691796893,94.62211238461538,86.06574126153846,14.859982000000002,5.597476,1080p,h264,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__h264__crf33,0.5716994761690445,0.6944753315285185,82.17078071538462,70.07977678461539,15.925193000000007,9.86010499999999,1080p,h264,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__h264__crf38,0.5851283207619982,0.751568299207331,67.81183644615385,47.683876892307694,17.837465999999992,13.022464,1080p,h264,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__h264__crf43,0.4216539382205002,0.6024562923932015,56.945978138461534,21.057514776923078,19.952162,18.516942,1080p,h264,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__hevc__crf18,-0.09984126464441362,-0.14706217234664254,99.9699735,99.23207398461538,3.903445000000005,2.515895999999998,1080p,hevc,18,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__hevc__crf23,0.5937369200909616,0.672554212453072,98.59566461538462,91.00208574615384,7.260527999999994,12.666013000000007,1080p,hevc,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__hevc__crf28,0.8414360287159085,0.8863330367478445,90.91182827692307,78.18871472307693,9.490250000000003,18.354535,1080p,hevc,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__hevc__crf33,0.891835783401592,0.9423745414065847,79.7730190076923,60.94210072307692,10.926052999999996,23.434911,1080p,hevc,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__hevc__crf38,0.8350636829256454,0.9251721172986063,67.58847861538463,38.65733667692308,11.376017000000004,28.692462,1080p,hevc,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__hevc__crf43,0.795488562014919,0.9244667017649151,56.89297746153846,16.37778066923077,14.341026000000006,24.068935999999997,1080p,hevc,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__vp9__crf20,,,99.99784383846155,100.0,0.28030099999999436,0.0,1080p,vp9,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__vp9__crf30,-0.10401974383026595,-0.1242781684627591,99.98907230769231,97.72798833076922,1.4205999999999932,5.380701999999999,1080p,vp9,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__vp9__crf40,0.9140026314639037,0.9455085198359181,96.97267257692309,85.9280612,6.741484999999997,20.786377,1080p,vp9,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__vp9__crf50,0.9633871366768653,0.9771489658484824,86.06575586923076,64.3113225923077,20.432035999999997,39.617400999999994,1080p,vp9,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__1920x1080__vp9__crf60,0.968904617959211,0.9847758756037605,70.79541953076924,37.55477636153846,30.490342999999996,49.489237,1080p,vp9,60,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__av1__crf20,0.7018968229885961,0.7970833547697225,91.8639603846154,76.14246762307691,15.483160999999996,13.99121000000001,360p,av1,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__av1__crf30,0.7718160123746667,0.8640187909597825,84.46364726923076,60.04774984615384,17.371233000000004,17.056497,360p,av1,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__av1__crf40,0.8460306372872828,0.922445447930178,71.00456042307691,38.14982186153846,21.113164999999995,17.444816999999997,360p,av1,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__av1__crf50,0.8499435764253668,0.9371236343555785,56.734363853846155,18.95677474615385,20.808212000000005,19.802758,360p,av1,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__av1__crf60,0.33512342002492157,0.771234916660354,44.556309869230766,0.5708404692307693,17.493541,9.635582,360p,av1,60,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__h264__crf18,0.615708688435156,0.717768424651809,90.45956646923077,75.97066337692308,16.156006000000005,11.968220000000002,360p,h264,18,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__h264__crf23,0.7633810428604109,0.8605166239180094,80.40906418461539,60.604794938461545,20.161226999999997,15.130039999999994,360p,h264,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__h264__crf28,0.7518523070179481,0.8808949616525792,67.50816211538462,40.78710817692308,23.075997,19.288283999999997,360p,h264,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__h264__crf33,0.6365799968764313,0.8163965529747079,56.1964936923077,18.144189692307695,22.174840999999994,22.538548999999996,360p,h264,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__h264__crf38,0.2606695797667297,0.6588913362427332,48.11546101538462,0.2893405461538462,22.260143999999997,13.394034,360p,h264,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__h264__crf43,,,43.590440799999996,0.0,22.359041999999995,0.0,360p,h264,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__hevc__crf18,0.811791070672828,0.8814722324970911,85.00099573076922,70.43978468461539,11.054539000000005,16.527416000000002,360p,hevc,18,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__hevc__crf23,0.8558448909394478,0.9173861687424057,74.92837052307692,54.24425226153846,11.207907000000006,20.787104000000006,360p,hevc,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__hevc__crf28,0.8905938526806981,0.9559339635656636,63.20680019230769,34.576014799999996,12.743732999999992,22.91889,360p,hevc,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__hevc__crf33,0.8275499607959887,0.9474472930591188,52.9241377,14.11426283076923,13.011831,21.171076,360p,hevc,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__hevc__crf38,0.2982703854390617,0.7784809949797776,45.52834299230769,0.6459057307692309,15.024560999999999,10.606869,360p,hevc,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__hevc__crf43,,,39.967262030769234,0.0,17.944160000000004,0.0,360p,hevc,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__vp9__crf20,0.8392517440138759,0.9018887140148899,92.115889,81.10746546153847,13.794326999999996,20.465936999999997,360p,vp9,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__vp9__crf30,0.92479632389872,0.952777576581429,85.38823744615385,68.64654330769231,17.599067000000005,33.014252,360p,vp9,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__vp9__crf40,0.9564577604350427,0.9768469713225232,73.94939990769231,47.9580832,26.41283,40.219519000000005,360p,vp9,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__vp9__crf50,0.9664990831771476,0.9887186901606827,61.26029204615384,24.405961046153845,28.128997000000005,44.7149,360p,vp9,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__640x360__vp9__crf60,0.8972954614326574,0.9689457668379058,50.748065200000006,4.438277953846153,24.907550999999998,37.497775,360p,vp9,60,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__av1__crf20,0.1740883612013134,0.4006033246890072,99.63323963076924,89.90623266153845,9.791955999999999,12.089292999999998,540p,av1,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__av1__crf30,0.700767848143981,0.7930414529469807,94.84007671538461,74.61362327692308,15.619869999999992,16.577922,540p,av1,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__av1__crf40,0.8424050160756804,0.9020833922027057,82.41451863846154,52.78666262307692,21.262309000000002,18.322975,540p,av1,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__av1__crf50,0.871137513438971,0.9294353605898796,66.90095953076924,32.807525784615386,21.35064,20.355492,540p,av1,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__av1__crf60,0.8297061051128533,0.9289478289908727,51.81395254615385,8.923005869230769,17.782725999999997,22.959249,540p,av1,60,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__h264__crf18,0.3503543874722886,0.49388191175026547,99.30052577692307,89.3573489076923,12.457797,9.386054999999999,540p,h264,18,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__h264__crf23,0.6918512274955821,0.7889325443779854,91.26005252307692,75.2279577,18.071537000000006,14.406980000000004,540p,h264,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__h264__crf28,0.7753737298129426,0.8740917509903502,78.58483592307692,56.8591011923077,21.525273,18.173411,540p,h264,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__h264__crf33,0.7836215733941412,0.9070076551347676,65.01930777692309,35.458589207692306,23.802002,23.128742000000003,540p,h264,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__h264__crf38,0.6680924962029418,0.8302920830945363,54.00422384615385,12.170620161538462,23.927324,26.792360000000002,540p,h264,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__h264__crf43,0.14478865994436624,0.24662754762741332,47.45233040769231,0.14918652307692307,22.353704,9.812761,540p,h264,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__hevc__crf18,0.7680924062812248,0.8153694950721039,94.97274371538462,85.4877037923077,10.535041000000007,14.921025999999998,540p,hevc,18,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__hevc__crf23,0.8572261919096454,0.9031211791061396,86.41200295384616,71.22774688461539,9.84582300000001,19.193495,540p,hevc,23,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__hevc__crf28,0.8938754675224067,0.9437275506704916,74.62694361538462,52.52126515384615,11.540160999999998,22.205275,540p,hevc,28,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__hevc__crf33,0.885954537188857,0.9596403858238655,62.38368388461539,31.164983823076923,12.104575999999994,24.134306,540p,hevc,33,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__hevc__crf38,0.7584773901361617,0.9173680853318084,52.570297623076925,10.222727707692307,12.522182,23.167849,540p,hevc,38,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__hevc__crf43,0.005384253012705294,0.6265425479288667,45.08769912307692,0.18050454615384615,16.617140999999997,6.268225,540p,hevc,43,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__vp9__crf20,0.38667794920524845,0.549780876494443,99.54318962307694,93.97000476923078,6.4374190000000056,11.723521000000005,540p,vp9,20,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__vp9__crf30,0.91533929125853,0.9365749237175138,95.30197574615384,82.84582426153845,8.945491000000004,24.723907999999994,540p,vp9,30,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__vp9__crf40,0.9513304127757766,0.9680007437696676,85.09497099230768,63.276857484615384,21.145178,39.614247999999996,540p,vp9,40,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__vp9__crf50,0.9693359665713129,0.98471556772286,71.0430423,39.17052790000001,29.270905999999997,46.003969999999995,540p,vp9,50,Riverbed_1920x1080p25
Riverbed_1920x1080p25__960x540__vp9__crf60,0.9605761465885364,0.9831048680135404,57.7243883,15.170407007692308,28.605400000000003,44.80308,540p,vp9,60,Riverbed_1920x1080p25
RushFieldCuts_1920x1080_2997__1280x720__av1__crf20,0.9455900696907481,0.9207390789856358,95.86749273076923,95.32357023076923,3.1412369999999896,4.270477999999997,720p,av1,20,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__av1__crf30,0.9438261087907737,0.93310925389933,92.61354024615385,90.79118748461539,5.01770599999999,6.054161000000008,720p,av1,30,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__av1__crf40,0.921512032500559,0.9169698436811571,86.72979127692308,82.48204038461537,7.9999679999999955,8.533687999999998,720p,av1,40,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__av1__crf50,0.9066363193012734,0.9090142477708211,78.33734704615384,70.69036924615385,11.134224000000003,12.844448999999997,720p,av1,50,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__av1__crf60,0.9270503354181674,0.9372210682104275,66.56561818461539,51.43212923076924,13.384484000000008,20.954817000000006,720p,av1,60,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__h264__crf18,0.9804894838800118,0.9683815687350457,94.73068247692309,94.35952178461538,4.0220099999999945,4.611367999999999,720p,h264,18,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__h264__crf23,0.9611570981656552,0.9532322562420269,90.77106358461539,89.3893449923077,6.309552999999994,7.797612999999998,720p,h264,23,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__h264__crf28,0.9448375852691671,0.9427104468234976,83.7384876846154,81.40704806153848,8.812980999999994,11.256524999999996,720p,h264,28,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__h264__crf33,0.9249925779657989,0.927837826420237,73.12390873076923,68.45764407692307,9.695463000000004,16.201192,720p,h264,33,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__h264__crf38,0.9057156070622876,0.913903765551637,60.16080125384615,49.28027595384616,8.780223,19.597837,720p,h264,38,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__h264__crf43,0.8947115328031181,0.9208804169911623,46.78810243076922,23.083548238461535,6.967597000000005,21.63664,720p,h264,43,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf18,0.9772775071601257,0.9623965951566616,93.96674533076923,93.52669824615386,3.7927899999999966,6.03179999999999,720p,hevc,18,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf23,0.9664318739377934,0.9585268718534475,89.72491421538462,88.3188274,5.305492000000001,8.85302999999999,720p,hevc,23,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf28,0.9714712953481653,0.9699075271589552,82.8385719,79.79578736153846,8.833213999999998,12.605653000000004,720p,hevc,28,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf33,0.9626866400761965,0.9640510493160366,73.0111652076923,65.96075367692309,11.95397299999999,18.10484300000001,720p,hevc,33,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf38,0.9284654155879595,0.9367324249538792,61.04700969230769,46.05366778461539,12.777675000000002,26.813125,720p,hevc,38,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf43,0.8939998867849341,0.913805348459491,48.26505832307692,18.601644453846152,9.248264999999996,34.370459999999994,720p,hevc,43,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf20,0.9572976309633782,0.926864842703626,96.8523026846154,96.5571323923077,3.2302660000000003,5.312370000000001,720p,vp9,20,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf30,0.9713578026847155,0.9625554395924552,93.90615691538461,92.91214078461537,6.18301000000001,8.863980999999995,720p,vp9,30,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf40,0.9752883112925894,0.9731760010512391,87.56420942307693,85.31298402307692,12.303725,14.857415000000003,720p,vp9,40,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf50,0.982401700847271,0.9824078396871975,76.8884458,70.96448597692307,19.659805000000006,24.715263999999998,720p,vp9,50,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf60,0.9874211559652222,0.9868060290109766,62.641424869230775,45.27277826153846,24.883408000000003,37.87644100000001,720p,vp9,60,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf20,0.8362988250756851,0.6345588045996768,99.66675106923077,99.66999065384616,1.7138989999999978,1.2434010000000058,1080p,av1,20,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf30,0.9400303546502075,0.9150944549555523,97.21487010000001,96.13153254615385,3.9666759999999925,5.313040000000001,1080p,av1,30,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf40,0.9071600086999629,0.8948098515679059,92.73458733846155,89.68196015384615,6.069719000000006,7.686124000000007,1080p,av1,40,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf50,0.8760533297808469,0.8733110237427285,86.1172889923077,80.71561549230769,9.942982,10.428882999999999,1080p,av1,50,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf60,0.8961751457405851,0.9014106609749475,75.22496432307692,63.83216943846153,12.147657999999993,17.195873999999996,1080p,av1,60,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf18,0.972391109859898,0.9527755659784848,98.56310349230769,98.88992071538462,2.613714999999999,2.3998870000000068,1080p,h264,18,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf23,0.9782716167550097,0.9653479117932778,95.44648976153847,95.21813516923076,4.782684000000003,6.650515999999996,1080p,h264,23,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf28,0.9391927284212744,0.9341275447944901,90.33204495384616,89.4303355,6.520226999999991,7.828210999999996,1080p,h264,28,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf33,0.9041934487433279,0.9063712414286014,81.53397833846152,79.44861113846156,7.950804000000005,11.625206000000006,1080p,h264,33,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf38,0.8384866550471543,0.8437830445761143,69.0597484,64.10869596923075,8.565736000000008,14.929209999999998,1080p,h264,38,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf43,0.8140347654261962,0.8293246316128429,54.89796966923077,41.19895513076923,7.019796999999997,18.274925999999997,1080p,h264,43,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf18,0.9838298415061456,0.9500375996547471,98.08134616153848,98.05913517692306,2.8075620000000043,3.2454859999999996,1080p,hevc,18,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf23,0.9773280391743261,0.9632047500164711,94.67263638461539,93.86518383846155,4.504436999999996,7.938969999999998,1080p,hevc,23,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf28,0.9596098287016853,0.9531200861823574,89.68723552307692,87.67013920769232,6.148395000000008,11.059612000000001,1080p,hevc,28,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf33,0.9578890767133488,0.9575734909911378,81.77457583846153,77.09587433076923,9.333466000000001,14.720943000000005,1080p,hevc,33,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf38,0.9284450986079682,0.9379007593411,70.6905615692308,60.393021815384614,11.179378999999997,20.582771000000008,1080p,hevc,38,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf43,0.8420504965739086,0.8735574613027147,57.939972684615384,35.921286853846155,10.253509999999999,31.683301,1080p,hevc,43,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf20,0.5875770301904608,0.3314596281399583,99.99334368461538,99.99956599230768,0.1656200000000041,0.056421000000000276,1080p,vp9,20,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf30,0.9925863134918,0.9657790101630098,98.11823269230769,97.73939045384617,3.3391479999999945,3.934071000000003,1080p,vp9,30,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf40,0.9789407541487459,0.9666195456040622,93.39688433846153,91.9617889076923,8.912994999999995,10.895330999999999,1080p,vp9,40,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf50,0.9791936509604039,0.978159418307028,85.27353829230769,81.59806262307693,15.23747800000001,18.640077000000005,1080p,vp9,50,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf60,0.9805546200386959,0.9823510772274678,72.26672293846154,61.586116238461535,22.164378999999997,29.851146999999997,1080p,vp9,60,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__av1__crf20,0.9305153070825661,0.9290456092328627,76.63626996923077,71.34573748461538,4.600067999999993,5.626117999999991,360p,av1,20,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__av1__crf30,0.91128906517037,0.9156661293776511,72.44835922307692,64.90679836923077,6.306580999999994,8.026429999999998,360p,av1,30,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__av1__crf40,0.8386657294700919,0.8407207587971891,65.15478227692307,52.42733470769231,8.892465000000001,12.08876,360p,av1,40,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__av1__crf50,0.8216788511156042,0.842959334898348,57.267724900000005,37.984810546153845,8.813936000000005,16.199843,360p,av1,50,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__av1__crf60,0.8826739782304128,0.9088338407906349,47.35531178461539,16.68262006153846,10.069398,20.328844000000004,360p,av1,60,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__h264__crf18,0.9549009215742643,0.9526847354432746,76.10695586153847,70.71636626923076,5.206068000000002,7.4901629999999955,360p,h264,18,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__h264__crf23,0.9325825685840217,0.9339397749934256,70.57801220769232,62.72942946923077,8.529190999999997,13.013871000000002,360p,h264,23,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__h264__crf28,0.8883981579706499,0.8924281043644297,62.08120653846153,49.49280123846153,9.650614000000004,17.307744,360p,h264,28,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__h264__crf33,0.8856691191462943,0.8985014374997882,51.93435076153846,30.353204738461542,8.331307000000002,20.307760999999996,360p,h264,33,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__h264__crf38,0.8876437892002672,0.9203994703042448,41.68628556923076,7.387163984615385,6.240330999999998,14.996738,360p,h264,38,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__h264__crf43,,,32.522548776923074,0.0,3.499257,0.0,360p,h264,43,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__hevc__crf18,0.9606664692976873,0.9572407206323134,74.46270084615384,69.45715815384617,5.407775999999998,9.003439999999998,360p,hevc,18,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__hevc__crf23,0.9522754272064975,0.9523491165109054,68.58558332307693,61.23324388461538,8.039928000000003,14.073567999999995,360p,hevc,23,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__hevc__crf28,0.9436696223384978,0.9452512730682945,60.54787666153846,49.32610546153846,11.532575999999992,21.717311000000002,360p,hevc,28,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__hevc__crf33,0.9423896342196264,0.9461793485589781,51.217537138461545,30.799423261538458,12.157542,27.272679,360p,hevc,33,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__hevc__crf38,0.8981509778378748,0.9337937015433218,41.2997646,7.052149384615384,8.950026999999999,27.35633,360p,hevc,38,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__hevc__crf43,,0.2543697565288812,30.108733684615387,0.0,7.1503850000000035,0.0,360p,hevc,43,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__vp9__crf20,0.9516222372514135,0.9525870977472357,77.98843386153847,73.78582243076922,4.757027000000008,6.013944000000009,360p,vp9,20,RushFieldCuts_1920x1080_2997
RushFieldCuts_1920x1080_2997__640x360__vp9__crf30,0.9675363245081962,0.9690723251520214,73.70683252307693,68.74491763846154,9.505830000000003,11.576093999999998,360p,vp9,30,RushFieldCuts_1920x1080_2997
