pvs,r_frames_4k,r_frames_1080,mean_v0_4k,mean_v1_4k,range_v0_4k,range_v1_4k,res_label,codec,crf,src
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__hevc__crf18,0.8181699150395294,0.8103548250882187,89.43313526153847,85.09190203846154,2.6411549999999977,4.265447999999992,540p,hevc,18,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__hevc__crf23,0.6246013425160957,0.6040739449984548,85.6974570076923,79.28066227692308,4.140084000000002,4.863236000000001,540p,hevc,23,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__hevc__crf28,0.4970068424258341,0.4496259340520056,80.16220731538462,70.90483396153846,5.459421000000006,4.911483000000004,540p,hevc,28,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__hevc__crf33,0.27582725871313163,0.2662848480527002,71.74017206923078,57.694552200000004,6.8986989999999935,6.979391999999997,540p,hevc,33,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__hevc__crf38,0.9372562034802581,0.9432055724824429,61.67255947692308,45.419336853846154,5.878132999999998,9.311143000000001,540p,hevc,38,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__hevc__crf43,0.9040303109793993,0.9159031245963157,50.437269,27.23381374615385,5.799942999999999,8.447828999999999,540p,hevc,43,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf20,0.8964701481931577,0.8959338379073256,91.33974087692307,86.48736688461537,3.455105000000003,7.670713000000006,540p,vp9,20,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf30,0.9051147457850974,0.9039707545320471,89.13323899230771,82.27384543846154,5.38251799999999,9.476650000000006,540p,vp9,30,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf40,0.9493069611363602,0.9477587533292786,84.20313148461538,74.33502020769231,8.643364000000005,13.713100000000011,540p,vp9,40,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf50,0.9607952857856112,0.955122889235983,76.63917366153846,62.72499223846154,11.240947000000006,17.142435,540p,vp9,50,MeridianTalk_sdr_1920x1080p_5994_10bit
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf60,0.9694893306816493,0.9733737417772258,65.75892936153846,43.78381983846154,14.443179999999998,22.295509000000003,540p,vp9,60,MeridianTalk_sdr_1920x1080p_5994_10bit
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf20,-0.035362416810521005,-0.05163035237713977,99.91634226153846,99.56342564615385,10.050321999999994,2.6168810000000065,720p,av1,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf30,0.43715739466767806,0.6424135704466727,99.24755215384614,95.72409471538461,12.269903999999997,8.006465000000006,720p,av1,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf40,0.5026319804163119,0.7321908617833174,95.10352093076922,84.80289168461537,17.174535000000006,15.349404000000007,720p,av1,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf50,0.3389862150182467,0.7624368264236866,86.7059300923077,68.16446102307692,24.146761999999995,25.956356,720p,av1,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf60,0.06530333696089384,0.6711076542340486,71.60468697692306,38.50416919230769,39.214713,34.609498,720p,av1,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf18,0.1198568776834016,0.36948441585618885,99.78334034615386,98.60187126153846,11.288341000000003,3.900121999999996,720p,h264,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf23,0.4827481534514957,0.5694990111493012,97.40336026923077,92.25529135384615,15.349276000000003,8.696451999999994,720p,h264,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf28,0.22553198704966693,0.5777615489506626,90.8692690076923,81.58949261538463,23.219018000000005,13.211573000000001,720p,h264,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf33,-0.01674605479275863,0.409017436334923,79.85277376923077,64.62493206153846,35.704424,19.46139000000001,720p,h264,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf38,-0.16945415714593698,0.1881655527209925,66.72981204615385,41.516044461538456,51.782719,24.281191,720p,h264,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf43,-0.23145688200031966,0.005424717872927454,54.525291492307694,16.063979338461536,54.760019,25.392555,720p,h264,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf18,0.2881089217284111,0.40938566492743966,99.32396044615385,96.36972687692308,10.272628999999995,6.413324000000003,720p,hevc,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf23,0.30986055809756063,0.5294361823260435,96.13996119230768,89.46658496153846,12.924446000000003,11.541613999999996,720p,hevc,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf28,0.19737311186358358,0.6316943273073126,89.47733713076923,78.39222305384615,18.936509,18.626205,720p,hevc,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf33,0.09070922462808477,0.6321111771975872,79.42457843846155,62.04397598461538,30.300307000000004,26.587037000000002,720p,hevc,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf38,-0.09161455810413832,0.4753500310523596,67.95764309230768,39.32970413076924,42.361754,36.896694,720p,hevc,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf43,-0.35508364997137287,0.015530112467716961,57.2841465923077,14.426927576923076,49.549845,33.945069,720p,hevc,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf20,-0.012943467689849716,-0.05538456621943193,99.92707545384614,99.7665425846154,8.800352000000004,2.373344000000003,720p,vp9,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf30,0.3667624288346167,0.5870585633246121,99.52171313076923,97.01921783846154,9.264764,7.0915119999999945,720p,vp9,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf40,0.5728463875958624,0.7918286258699546,96.30874368461538,88.96798653846155,10.760260000000002,17.170428,720p,vp9,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf50,0.534077087147943,0.882065383967863,88.05629564615386,73.39116844615386,22.683374999999998,30.592388,720p,vp9,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf60,0.42220720991287924,0.8535494785409834,74.3904900076923,46.84205042307692,38.201757,47.480087999999995,720p,vp9,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf20,,,99.99009789230769,100.0,1.2872739999999965,0.0,1080p,av1,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf30,,-0.007751937984584492,99.97478615384615,100.0,3.277799999999999,0.0,1080p,av1,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf40,0.008274024678844938,0.4512889406020247,99.88490524615386,95.7944664076923,7.112830000000002,9.087764000000007,1080p,av1,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf50,0.4969653201794496,0.7790129493431239,95.70656220000001,81.95336084615384,13.186809999999994,21.580076000000005,1080p,av1,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf60,0.22615613297923196,0.7646594517896201,81.98746418461538,54.06131499230769,28.539816000000002,34.429107,1080p,av1,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf18,,,99.98103888461539,100.0,2.464945,0.0,1080p,h264,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf23,-0.009717422385453924,-0.060686324140082654,99.95465986153846,99.99829307692308,5.894217999999995,0.16948700000000372,1080p,h264,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf28,0.37905818054515183,0.5168778452935249,98.73150393076922,93.41420439230768,12.375547999999995,9.556444999999997,1080p,h264,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf33,0.08824218341152165,0.5324176290210829,90.4329576076923,79.76000322307692,23.291805999999994,17.095512999999997,1080p,h264,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf38,-0.00473877823038778,0.4784845507134338,76.96322438461539,59.15329962307692,38.246644,26.375178000000005,1080p,h264,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf43,-0.12746677119505873,0.2565913549891045,62.87217526153847,33.20810183846153,51.103284,32.199091,1080p,h264,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf18,,,99.9884929076923,100.0,1.495921999999993,0.0,1080p,hevc,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf23,-0.10022608865736202,-0.12812244162528585,99.97055078461538,99.0068096,3.828398000000007,3.161276000000001,1080p,hevc,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf28,0.37924869773812286,0.6052958981644138,97.97586526153847,90.61216442307693,8.442961999999994,13.738921000000005,1080p,hevc,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf33,0.19560905849059793,0.6953738093334056,90.32093733076923,76.65726808461538,17.991453000000007,23.811296999999996,1080p,hevc,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf38,0.09955296328920805,0.6764444831048314,78.85822475384616,56.209789353846155,31.016227999999998,32.561978,1080p,hevc,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf43,-0.1686640012127907,0.3634732074936194,66.73155117692309,31.4254856,43.838104,35.081462,1080p,hevc,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf20,,,100.0,100.0,0.0,0.0,1080p,vp9,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf30,,,99.99724847692308,100.0,0.3576979999999992,0.0,1080p,vp9,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf40,-0.030229329901032723,0.35911148685914424,99.97951505384616,98.16952182307692,2.005234999999999,5.636958000000007,1080p,vp9,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf50,0.6319577752509601,0.8785638311710249,96.78046687692307,87.00794746923076,10.786710999999997,20.594898,1080p,vp9,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf60,0.4962353806262289,0.8975393480361239,85.37837612307692,64.07215868461537,26.237498000000002,41.99735999999999,1080p,vp9,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf20,0.6450155135421081,0.7568045937952846,86.27832490769231,74.08144070769231,31.802649000000002,9.654556,360p,av1,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf30,0.4457769728540847,0.646003409880449,82.4255591076923,66.8942899153846,35.454774,13.836088999999994,360p,av1,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf40,0.30087978384427755,0.6245605036445463,74.55692623076922,50.75633998461539,42.406991,20.181669000000007,360p,av1,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf50,0.1374786283046939,0.5625130887887462,64.9554332,30.60552269230769,51.487587,26.363708,360p,av1,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf60,-0.16996610227423892,0.2529324643828583,52.60565963846154,8.26262986923077,52.717780000000005,23.137728,360p,av1,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf18,0.4443214082295429,0.6530533479594783,83.93564283846155,70.80692186153847,33.941737,11.046353999999994,360p,h264,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf23,0.35169281798558294,0.6365581423748237,77.52350363076921,60.34616613846153,39.760185,15.50777399999999,360p,h264,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf28,0.09681141280610096,0.4443773284511584,68.68395556923078,44.66701646923077,49.07113,19.14201,360p,h264,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf33,-0.17143781523282,0.0980600026882635,59.11415776923077,24.579766669230768,54.64621199999999,25.239143,360p,h264,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf38,-0.223908140238422,-0.09307587533721444,50.11469141538461,4.006531553846154,56.24905699999999,19.692784,360p,h264,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf43,,0.22739748841197407,42.72617499230768,0.0,58.327332,0.0,360p,h264,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf18,0.3554456057644239,0.6039183266080348,82.06207714615384,68.64511111538461,32.420863999999995,10.566846999999996,360p,hevc,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf23,0.23833325639747616,0.6029528088159649,75.52633660769231,58.735519107692305,36.508227,16.318443999999992,360p,hevc,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf28,0.09136032020109287,0.5317828188377356,67.14644029230769,44.060577599999995,43.983025,23.552166999999997,360p,hevc,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf33,-0.10271538724833716,0.3003257286913264,58.190732684615384,24.96663296923077,49.165896999999994,30.474036,360p,hevc,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf38,-0.26163053748992326,-0.07440081852986745,50.15395587692307,4.811816253846154,53.216538,24.56828,360p,hevc,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf43,,-0.13531914167427883,42.542195223076924,0.0,55.93835,0.0,360p,hevc,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf20,0.578690339130336,0.7525248724537913,86.48018644615384,75.42606739230769,29.899181,11.098071000000004,360p,vp9,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf30,0.5075611157389927,0.7876829243754937,83.03163872307694,70.00971322307693,30.756998999999993,15.944333,360p,vp9,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf40,0.5033808065491544,0.8278963288119948,75.90380781538462,57.830539146153846,35.081646000000006,27.20071,360p,vp9,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf50,0.3985379837507133,0.7754222499497958,66.06971602307694,36.67269337692308,45.957813,40.338716999999995,360p,vp9,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf60,0.3029110252377475,0.6685613898875123,55.42428046923077,11.040247999999998,49.798275,46.45508,360p,vp9,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf20,0.6586505091031474,0.7079668232586858,96.54479284615384,90.29354408461539,18.368948000000003,8.016653000000005,540p,av1,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf30,0.4631162815490387,0.606996054764225,94.17884439999999,84.5611255923077,21.320655000000002,10.411506000000003,540p,av1,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf40,0.3422935284277905,0.6594428973362358,88.28340860769231,71.5438185,27.452179,15.730322999999999,540p,av1,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf50,0.228233921579658,0.6720580584067284,78.73497612307692,52.75732033846154,36.108716,25.176629000000005,540p,av1,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf60,-0.06435858298185046,0.5016608357583257,64.3135752,24.87197306923077,46.9691,30.634996,540p,av1,60,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf18,0.49571592042546425,0.5888404994088036,95.20232922307692,88.03684379230768,19.810875999999993,8.072556999999989,540p,h264,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf23,0.3202150111551121,0.5763930789913431,90.64603190000001,79.58194463076923,24.575322,11.387188999999992,540p,h264,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf28,0.08504454377599757,0.4760826646583992,82.38913624615385,66.23415525384614,33.355929,15.919274000000001,540p,h264,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf33,-0.12294164448814562,0.2449627124852673,71.11219579230769,46.49254663076923,45.359406,20.590984,540p,h264,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf38,-0.2182693249708354,0.037899859874232014,59.30077977692308,22.962126592307694,53.180745,24.226505000000003,540p,h264,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf43,-0.1546544583229189,-0.23481657036885312,49.19897256923077,1.5111190923076925,57.96821,13.594436,540p,h264,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf18,0.367612399561042,0.5516804036578357,93.92884440769231,85.98138576153848,18.539775000000006,9.020090999999994,540p,hevc,18,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf23,0.2601296040738147,0.6051897942749163,88.97556637692307,77.6972685,21.950062000000003,13.681049999999999,540p,hevc,23,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf28,0.17541797634235237,0.6320985157231844,80.95200887692307,64.98365857692308,28.883841000000004,21.538158000000003,540p,hevc,28,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf33,0.03555431094892131,0.5611821323674702,70.69496383846153,46.704023423076926,39.593913,29.190126999999997,540p,hevc,33,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf38,-0.25285265424519776,0.2215491935277728,60.46288633076923,24.008825392307692,47.39481,36.869712,540p,hevc,38,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf43,-0.31704192423581135,-0.1545516908215332,51.239104769230764,3.3856919307692306,52.76035900000001,19.138314,540p,hevc,43,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf20,0.6104537047514144,0.6831852214067984,96.71377198461539,91.58363438461538,16.648803,9.384919999999994,540p,vp9,20,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf30,0.5542312330038328,0.7526049916263354,94.62012795384615,87.29407502307691,17.256181999999995,12.808730000000011,540p,vp9,30,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf40,0.509335277428031,0.8336891292350386,89.23142559230769,77.58798365384615,19.908983000000006,21.844758,540p,vp9,40,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf50,0.5058054529768635,0.8607270883380991,79.47473356153846,59.037255207692304,31.967759,37.782485,540p,vp9,50,Motorcycle_1920x1080_30fps_8bit
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf60,0.3222468080118405,0.7779623273335461,66.53040145384615,30.351439315384617,46.291965,51.429262,540p,vp9,60,Motorcycle_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf20,0.8414114302685606,0.8091301189346255,99.76566822307691,99.78795904615386,10.555327000000005,12.826217,720p,av1,20,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf30,0.5816673132503967,0.5709307620063403,99.6990628923077,97.16212250769232,13.999174999999994,17.804288,720p,av1,30,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf40,0.4235149161855071,0.6665907571400228,99.28366993846153,85.77286567692309,23.283896999999996,26.123580000000004,720p,av1,40,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf50,0.3254869359711336,0.6872609394783021,96.24410765384616,67.85733265384616,36.330264,33.999698,720p,av1,50,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf60,0.17752306342003843,0.6221253111010099,87.93512763846154,39.872844484615385,55.821364,47.417057,720p,av1,60,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf18,0.7498335233605367,0.6705197126036481,99.74043165384616,99.36924529230768,11.984785000000002,12.803342,720p,h264,18,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf23,0.5197358284769218,0.5958256912566655,99.59600558461538,93.52552256153847,17.599804000000006,17.549622,720p,h264,23,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf28,0.3517676477298494,0.5601194569704043,98.14830856153847,83.06714028461538,27.447968000000003,20.891886,720p,h264,28,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf33,0.13598266055868669,0.5216862511298941,93.0225003,67.59040165384616,42.061543,27.554353,720p,h264,33,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf38,0.05927728876211594,0.5044470472557676,84.7429395923077,46.585722392307694,56.891646,33.881266,720p,h264,38,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf43,0.05907034214195323,0.5190243417311529,76.81711152307692,23.667504007692308,68.853276,43.58887,720p,h264,43,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf18,0.6329744981972497,0.5989449485763777,99.68710116153846,97.36941412307692,15.295191000000003,18.158001999999996,720p,hevc,18,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf23,0.47321041723685175,0.554097123072987,99.45113186153846,90.39830666153847,22.364914999999996,24.815254999999993,720p,hevc,23,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf28,0.2937837690578848,0.5898381979771458,97.53127583846153,79.51160733846154,33.106989,28.818199,720p,hevc,28,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf33,0.11950386934805178,0.5929173022098871,92.43658086153846,63.798613669230775,46.565651,36.57939999999999,720p,hevc,33,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf38,-0.0073348725887675825,0.5314875190214584,85.42298563846153,42.32037426153846,58.09796,44.341221000000004,720p,hevc,38,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf43,-0.048405449768920555,0.4765996569573309,78.18378200000001,19.63239623846154,66.42812599999999,38.795575,720p,hevc,43,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf20,0.8746368204104104,0.8485951154414004,99.772162,99.80477783076923,10.678816999999995,12.625031000000007,720p,vp9,20,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf30,0.7077426382771768,0.6094759302668716,99.71447546153846,98.12925295384616,14.103021999999996,17.660931000000005,720p,vp9,30,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf40,0.4065287681677443,0.6800216391405025,99.43916578461538,90.27510305384615,22.061077999999995,27.318439999999995,720p,vp9,40,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf50,0.3926706208721272,0.8148779370093995,96.73058058461538,74.59684849230767,36.05732,42.868337,720p,vp9,50,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf60,0.29235418652209927,0.7899244415726301,89.35575841538461,48.40743463846154,51.728235,58.63191499999999,720p,vp9,60,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf20,0.9409649891374822,0.8674001559849411,99.95605373076924,99.94447246153845,2.2933610000000044,3.6428690000000046,1080p,av1,20,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf30,0.9275969782365782,0.8908699011470896,99.90072241538462,99.87231074615386,5.084221999999997,8.347965000000002,1080p,av1,30,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf40,0.4438761297461693,0.43400928900670166,99.76955842307692,96.1391173,11.700483000000006,17.234829000000005,1080p,av1,40,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf50,0.39052373095700504,0.7085409301409701,99.15745494615383,81.45152841538462,24.870373999999998,29.264438000000006,1080p,av1,50,MountainBike_1920x1080_30fps_8bit
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf60,0.2390162043503836,0.6252895519008977,93.98121221538462,53.42010434615384,45.073226,42.711565,1080p,av1,60,MountainBike_1920x1080_30fps_8bit
