pvs,src,codec,res_label,short_side,crf,pvs_set,bitrate_kbps,src_bitdepth,fps,v0_1080,v0_4k,v1_1d5h_2160,v1_1d5h_2160_8bit,v1_3d0h_1080
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf20,MeridianTalk_sdr_1920x1080p_5994_10bit,vp9,540p,540,20,ladder,2808.958,10-bit src,59.94006309148265,86.659,91.34,86.487,86.487,86.461
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf30,MeridianTalk_sdr_1920x1080p_5994_10bit,vp9,540p,540,30,ladder,1287.553,10-bit src,59.94006309148265,83.337,89.133,82.274,82.274,82.677
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf40,MeridianTalk_sdr_1920x1080p_5994_10bit,vp9,540p,540,40,ladder,543.668,10-bit src,59.94006309148265,75.958,84.203,74.335,74.335,75.5
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf50,MeridianTalk_sdr_1920x1080p_5994_10bit,vp9,540p,540,50,ladder,244.09,10-bit src,59.94006309148265,64.638,76.639,62.725,62.725,64.893
MeridianTalk_sdr_1920x1080p_5994_10bit__960x540__vp9__crf60,MeridianTalk_sdr_1920x1080p_5994_10bit,vp9,540p,540,60,ladder,117.982,10-bit src,59.94006309148265,48.922,65.759,43.784,43.784,47.303
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf20,Motorcycle_1920x1080_30fps_8bit,av1,720p,720,20,ladder,35317.932,8-bit src,30.0,99.858,99.916,99.563,99.529,98.582
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf30,Motorcycle_1920x1080_30fps_8bit,av1,720p,720,30,ladder,21731.999,8-bit src,30.0,97.539,99.248,95.724,95.685,94.697
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf40,Motorcycle_1920x1080_30fps_8bit,av1,720p,720,40,ladder,10810.747,8-bit src,30.0,87.235,95.104,84.803,84.767,84.944
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf50,Motorcycle_1920x1080_30fps_8bit,av1,720p,720,50,ladder,4887.076,8-bit src,30.0,69.59,86.706,68.164,68.132,69.864
Motorcycle_1920x1080_30fps_8bit__1280x720__av1__crf60,Motorcycle_1920x1080_30fps_8bit,av1,720p,720,60,ladder,1494.919,8-bit src,30.0,43.843,71.605,38.504,38.478,42.32
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf18,Motorcycle_1920x1080_30fps_8bit,h264,720p,720,18,ladder,27500.988,8-bit src,30.0,99.214,99.783,98.602,98.572,97.297
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf23,Motorcycle_1920x1080_30fps_8bit,h264,720p,720,23,ladder,15913.482,8-bit src,30.0,92.86,97.403,92.255,92.194,91.611
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf28,Motorcycle_1920x1080_30fps_8bit,h264,720p,720,28,ladder,8422.294,8-bit src,30.0,77.928,90.869,81.589,81.515,82.059
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf33,Motorcycle_1920x1080_30fps_8bit,h264,720p,720,33,ladder,4065.017,8-bit src,30.0,57.155,79.853,64.625,64.54,66.636
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf38,Motorcycle_1920x1080_30fps_8bit,h264,720p,720,38,ladder,1895.855,8-bit src,30.0,35.907,66.73,41.516,41.427,45.173
Motorcycle_1920x1080_30fps_8bit__1280x720__h264__crf43,Motorcycle_1920x1080_30fps_8bit,h264,720p,720,43,ladder,975.83,8-bit src,30.0,19.809,54.525,16.064,15.965,20.927
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf18,Motorcycle_1920x1080_30fps_8bit,hevc,720p,720,18,ladder,27862.596,8-bit src,30.0,98.015,99.324,96.37,96.348,95.278
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf23,Motorcycle_1920x1080_30fps_8bit,hevc,720p,720,23,ladder,16329.333,8-bit src,30.0,90.311,96.14,89.467,89.438,89.124
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf28,Motorcycle_1920x1080_30fps_8bit,hevc,720p,720,28,ladder,8645.5,8-bit src,30.0,75.955,89.477,78.392,78.355,79.171
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf33,Motorcycle_1920x1080_30fps_8bit,hevc,720p,720,33,ladder,4035.917,8-bit src,30.0,57.443,79.425,62.044,61.997,64.258
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf38,Motorcycle_1920x1080_30fps_8bit,hevc,720p,720,38,ladder,1643.978,8-bit src,30.0,38.571,67.958,39.33,39.278,43.103
Motorcycle_1920x1080_30fps_8bit__1280x720__hevc__crf43,Motorcycle_1920x1080_30fps_8bit,hevc,720p,720,43,ladder,644.763,8-bit src,30.0,23.429,57.284,14.427,14.371,19.341
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf20,Motorcycle_1920x1080_30fps_8bit,vp9,720p,720,20,ladder,40439.748,8-bit src,30.0,99.881,99.927,99.767,99.741,99.012
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf30,Motorcycle_1920x1080_30fps_8bit,vp9,720p,720,30,ladder,26345.593,8-bit src,30.0,98.24,99.522,97.019,96.959,95.974
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf40,Motorcycle_1920x1080_30fps_8bit,vp9,720p,720,40,ladder,14247.861,8-bit src,30.0,89.778,96.309,88.968,88.891,88.683
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf50,Motorcycle_1920x1080_30fps_8bit,vp9,720p,720,50,ladder,6546.162,8-bit src,30.0,71.692,88.056,73.391,73.304,74.626
Motorcycle_1920x1080_30fps_8bit__1280x720__vp9__crf60,Motorcycle_1920x1080_30fps_8bit,vp9,720p,720,60,ladder,2413.339,8-bit src,30.0,47.573,74.39,46.842,46.759,50.131
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf20,Motorcycle_1920x1080_30fps_8bit,av1,1080p,1080,20,ladder,70089.602,8-bit src,30.0,99.964,99.99,100.0,100.0,100.0
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf30,Motorcycle_1920x1080_30fps_8bit,av1,1080p,1080,30,ladder,42451.984,8-bit src,30.0,99.945,99.975,100.0,100.0,99.999
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf40,Motorcycle_1920x1080_30fps_8bit,av1,1080p,1080,40,ladder,21425.537,8-bit src,30.0,98.994,99.885,95.794,96.404,94.881
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf50,Motorcycle_1920x1080_30fps_8bit,av1,1080p,1080,50,ladder,9844.264,8-bit src,30.0,86.888,95.707,81.953,82.627,82.378
Motorcycle_1920x1080_30fps_8bit__1920x1080__av1__crf60,Motorcycle_1920x1080_30fps_8bit,av1,1080p,1080,60,ladder,3061.357,8-bit src,30.0,60.051,81.987,54.061,54.687,56.873
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf18,Motorcycle_1920x1080_30fps_8bit,h264,1080p,1080,18,ladder,55243.591,8-bit src,30.0,99.954,99.981,100.0,100.0,100.0
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf23,Motorcycle_1920x1080_30fps_8bit,h264,1080p,1080,23,ladder,32417.026,8-bit src,30.0,99.918,99.955,99.998,100.0,99.694
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf28,Motorcycle_1920x1080_30fps_8bit,h264,1080p,1080,28,ladder,17655.898,8-bit src,30.0,94.682,98.732,93.414,94.275,92.652
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf33,Motorcycle_1920x1080_30fps_8bit,h264,1080p,1080,33,ladder,8875.219,8-bit src,30.0,75.654,90.433,79.76,80.533,80.409
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf38,Motorcycle_1920x1080_30fps_8bit,h264,1080p,1080,38,ladder,4182.46,8-bit src,30.0,51.622,76.963,59.153,59.862,61.6
Motorcycle_1920x1080_30fps_8bit__1920x1080__h264__crf43,Motorcycle_1920x1080_30fps_8bit,h264,1080p,1080,43,ladder,2150.076,8-bit src,30.0,30.287,62.872,33.208,33.855,37.326
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf18,Motorcycle_1920x1080_30fps_8bit,hevc,1080p,1080,18,ladder,56540.084,8-bit src,30.0,99.963,99.988,100.0,100.0,100.0
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf23,Motorcycle_1920x1080_30fps_8bit,hevc,1080p,1080,23,ladder,33080.245,8-bit src,30.0,99.934,99.971,99.007,99.396,97.933
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf28,Motorcycle_1920x1080_30fps_8bit,hevc,1080p,1080,28,ladder,17818.403,8-bit src,30.0,93.06,97.976,90.612,91.177,90.154
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf33,Motorcycle_1920x1080_30fps_8bit,hevc,1080p,1080,33,ladder,8620.192,8-bit src,30.0,76.038,90.321,76.657,77.218,77.597
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf38,Motorcycle_1920x1080_30fps_8bit,hevc,1080p,1080,38,ladder,3602.704,8-bit src,30.0,55.323,78.858,56.21,56.78,58.868
Motorcycle_1920x1080_30fps_8bit__1920x1080__hevc__crf43,Motorcycle_1920x1080_30fps_8bit,hevc,1080p,1080,43,ladder,1400.073,8-bit src,30.0,35.985,66.732,31.425,32.005,35.629
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf20,Motorcycle_1920x1080_30fps_8bit,vp9,1080p,1080,20,ladder,79648.096,8-bit src,30.0,99.977,100.0,100.0,100.0,100.0
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf30,Motorcycle_1920x1080_30fps_8bit,vp9,1080p,1080,30,ladder,51774.079,8-bit src,30.0,99.972,99.997,100.0,100.0,100.0
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf40,Motorcycle_1920x1080_30fps_8bit,vp9,1080p,1080,40,ladder,28331.354,8-bit src,30.0,99.736,99.98,98.17,98.615,97.303
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf50,Motorcycle_1920x1080_30fps_8bit,vp9,1080p,1080,50,ladder,13483.203,8-bit src,30.0,89.221,96.78,87.008,87.632,86.939
Motorcycle_1920x1080_30fps_8bit__1920x1080__vp9__crf60,Motorcycle_1920x1080_30fps_8bit,vp9,1080p,1080,60,ladder,5141.843,8-bit src,30.0,65.387,85.378,64.072,64.693,66.1
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf20,Motorcycle_1920x1080_30fps_8bit,av1,360p,360,20,ladder,10256.902,8-bit src,30.0,73.959,86.278,74.081,73.592,75.27
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf30,Motorcycle_1920x1080_30fps_8bit,av1,360p,360,30,ladder,6170.616,8-bit src,30.0,66.068,82.426,66.894,66.369,68.716
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf40,Motorcycle_1920x1080_30fps_8bit,av1,360p,360,40,ladder,3077.625,8-bit src,30.0,51.481,74.557,50.756,50.247,53.813
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf50,Motorcycle_1920x1080_30fps_8bit,av1,360p,360,50,ladder,1403.229,8-bit src,30.0,35.469,64.955,30.606,30.122,34.849
Motorcycle_1920x1080_30fps_8bit__640x360__av1__crf60,Motorcycle_1920x1080_30fps_8bit,av1,360p,360,60,ladder,438.343,8-bit src,30.0,18.252,52.606,8.263,7.806,13.355
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf18,Motorcycle_1920x1080_30fps_8bit,h264,360p,360,18,ladder,8058.983,8-bit src,30.0,69.323,83.936,70.807,70.489,72.29
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf23,Motorcycle_1920x1080_30fps_8bit,h264,360p,360,23,ladder,4526.144,8-bit src,30.0,57.095,77.524,60.346,59.909,62.702
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf28,Motorcycle_1920x1080_30fps_8bit,h264,360p,360,28,ladder,2288.756,8-bit src,30.0,41.221,68.684,44.667,44.225,48.131
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf33,Motorcycle_1920x1080_30fps_8bit,h264,360p,360,33,ladder,1076.885,8-bit src,30.0,26.116,59.114,24.58,24.171,29.112
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf38,Motorcycle_1920x1080_30fps_8bit,h264,360p,360,38,ladder,510.733,8-bit src,30.0,14.987,50.115,4.007,3.637,9.138
Motorcycle_1920x1080_30fps_8bit__640x360__h264__crf43,Motorcycle_1920x1080_30fps_8bit,h264,360p,360,43,ladder,262.694,8-bit src,30.0,8.282,42.726,0.0,0.0,0.007
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf18,Motorcycle_1920x1080_30fps_8bit,hevc,360p,360,18,ladder,8201.213,8-bit src,30.0,66.437,82.062,68.645,68.398,70.318
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf23,Motorcycle_1920x1080_30fps_8bit,hevc,360p,360,23,ladder,4718.412,8-bit src,30.0,54.472,75.526,58.736,58.48,61.215
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf28,Motorcycle_1920x1080_30fps_8bit,hevc,360p,360,28,ladder,2414.964,8-bit src,30.0,39.879,67.146,44.061,43.798,47.558
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf33,Motorcycle_1920x1080_30fps_8bit,hevc,360p,360,33,ladder,1097.829,8-bit src,30.0,25.824,58.191,24.967,24.696,29.475
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf38,Motorcycle_1920x1080_30fps_8bit,hevc,360p,360,38,ladder,453.538,8-bit src,30.0,15.274,50.154,4.812,4.534,9.725
Motorcycle_1920x1080_30fps_8bit__640x360__hevc__crf43,Motorcycle_1920x1080_30fps_8bit,hevc,360p,360,43,ladder,185.48,8-bit src,30.0,7.73,42.542,0.0,0.0,0.059
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf20,Motorcycle_1920x1080_30fps_8bit,vp9,360p,360,20,ladder,12186.557,8-bit src,30.0,74.577,86.48,75.426,75.112,76.489
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf30,Motorcycle_1920x1080_30fps_8bit,vp9,360p,360,30,ladder,7854.703,8-bit src,30.0,67.473,83.032,70.01,69.677,71.561
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf40,Motorcycle_1920x1080_30fps_8bit,vp9,360p,360,40,ladder,4128.987,8-bit src,30.0,53.809,75.904,57.831,57.479,60.372
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf50,Motorcycle_1920x1080_30fps_8bit,vp9,360p,360,50,ladder,1816.555,8-bit src,30.0,36.681,66.07,36.673,36.31,40.588
Motorcycle_1920x1080_30fps_8bit__640x360__vp9__crf60,Motorcycle_1920x1080_30fps_8bit,vp9,360p,360,60,ladder,685.85,8-bit src,30.0,21.393,55.424,11.04,10.676,16.046
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf20,Motorcycle_1920x1080_30fps_8bit,av1,540p,540,20,ladder,20930.717,8-bit src,30.0,93.138,96.545,90.294,89.964,89.863
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf30,Motorcycle_1920x1080_30fps_8bit,av1,540p,540,30,ladder,12753.484,8-bit src,30.0,87.303,94.179,84.561,84.252,84.732
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf40,Motorcycle_1920x1080_30fps_8bit,av1,540p,540,40,ladder,6500.881,8-bit src,30.0,74.254,88.283,71.544,71.271,72.956
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf50,Motorcycle_1920x1080_30fps_8bit,av1,540p,540,50,ladder,2992.094,8-bit src,30.0,56.493,78.735,52.757,52.494,55.67
Motorcycle_1920x1080_30fps_8bit__960x540__av1__crf60,Motorcycle_1920x1080_30fps_8bit,av1,540p,540,60,ladder,910.096,8-bit src,30.0,33.381,64.314,24.872,24.629,29.383
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf18,Motorcycle_1920x1080_30fps_8bit,h264,540p,540,18,ladder,16735.499,8-bit src,30.0,89.935,95.202,88.037,87.902,87.847
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf23,Motorcycle_1920x1080_30fps_8bit,h264,540p,540,23,ladder,9582.886,8-bit src,30.0,79.554,90.646,79.582,79.343,80.249
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf28,Motorcycle_1920x1080_30fps_8bit,h264,540p,540,28,ladder,4950.906,8-bit src,30.0,63.046,82.389,66.234,65.953,68.112
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf33,Motorcycle_1920x1080_30fps_8bit,h264,540p,540,33,ladder,2340.445,8-bit src,30.0,43.366,71.112,46.493,46.226,49.841
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf38,Motorcycle_1920x1080_30fps_8bit,h264,540p,540,38,ladder,1097.259,8-bit src,30.0,25.853,59.301,22.962,22.701,27.563
Motorcycle_1920x1080_30fps_8bit__960x540__h264__crf43,Motorcycle_1920x1080_30fps_8bit,h264,540p,540,43,ladder,564.229,8-bit src,30.0,14.087,49.199,1.511,1.345,5.738
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf18,Motorcycle_1920x1080_30fps_8bit,hevc,540p,540,18,ladder,17049.122,8-bit src,30.0,87.483,93.929,85.981,85.86,86.006
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf23,Motorcycle_1920x1080_30fps_8bit,hevc,540p,540,23,ladder,9914.603,8-bit src,30.0,76.809,88.976,77.697,77.546,78.544
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf28,Motorcycle_1920x1080_30fps_8bit,hevc,540p,540,28,ladder,5144.496,8-bit src,30.0,61.485,80.952,64.984,64.817,66.961
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf33,Motorcycle_1920x1080_30fps_8bit,hevc,540p,540,33,ladder,2350.583,8-bit src,30.0,43.789,70.695,46.704,46.525,50.028
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf38,Motorcycle_1920x1080_30fps_8bit,hevc,540p,540,38,ladder,954.378,8-bit src,30.0,28.031,60.463,24.009,23.814,28.554
Motorcycle_1920x1080_30fps_8bit__960x540__hevc__crf43,Motorcycle_1920x1080_30fps_8bit,hevc,540p,540,43,ladder,380.185,8-bit src,30.0,16.347,51.239,3.386,3.192,8.049
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf20,Motorcycle_1920x1080_30fps_8bit,vp9,540p,540,20,ladder,25006.017,8-bit src,30.0,93.601,96.714,91.584,91.366,91.013
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf30,Motorcycle_1920x1080_30fps_8bit,vp9,540p,540,30,ladder,16260.672,8-bit src,30.0,88.342,94.62,87.294,87.052,87.18
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf40,Motorcycle_1920x1080_30fps_8bit,vp9,540p,540,40,ladder,8687.111,8-bit src,30.0,76.207,89.231,77.588,77.334,78.44
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf50,Motorcycle_1920x1080_30fps_8bit,vp9,540p,540,50,ladder,3908.29,8-bit src,30.0,57.387,79.475,59.037,58.771,61.475
Motorcycle_1920x1080_30fps_8bit__960x540__vp9__crf60,Motorcycle_1920x1080_30fps_8bit,vp9,540p,540,60,ladder,1417.139,8-bit src,30.0,35.944,66.53,30.351,30.081,34.583
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf20,MountainBike_1920x1080_30fps_8bit,av1,720p,720,20,ladder,40661.88,8-bit src,30.0,99.647,99.766,99.788,99.786,99.637
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf30,MountainBike_1920x1080_30fps_8bit,av1,720p,720,30,ladder,25461.778,8-bit src,30.0,99.524,99.699,97.162,97.148,96.062
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf40,MountainBike_1920x1080_30fps_8bit,av1,720p,720,40,ladder,12953.842,8-bit src,30.0,94.164,99.284,85.773,85.765,85.811
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf50,MountainBike_1920x1080_30fps_8bit,av1,720p,720,50,ladder,5790.665,8-bit src,30.0,75.969,96.244,67.857,67.859,69.579
MountainBike_1920x1080_30fps_8bit__1280x720__av1__crf60,MountainBike_1920x1080_30fps_8bit,av1,720p,720,60,ladder,1777.41,8-bit src,30.0,52.234,87.935,39.873,39.868,43.599
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf18,MountainBike_1920x1080_30fps_8bit,h264,720p,720,18,ladder,31346.544,8-bit src,30.0,99.611,99.74,99.369,99.358,98.412
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf23,MountainBike_1920x1080_30fps_8bit,h264,720p,720,23,ladder,18322.582,8-bit src,30.0,98.142,99.596,93.526,93.496,92.739
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf28,MountainBike_1920x1080_30fps_8bit,h264,720p,720,28,ladder,9907.884,8-bit src,30.0,84.5,98.148,83.067,83.038,83.386
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf33,MountainBike_1920x1080_30fps_8bit,h264,720p,720,33,ladder,4940.2,8-bit src,30.0,64.59,93.023,67.59,67.55,69.344
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf38,MountainBike_1920x1080_30fps_8bit,h264,720p,720,38,ladder,2331.033,8-bit src,30.0,46.348,84.743,46.586,46.537,49.909
MountainBike_1920x1080_30fps_8bit__1280x720__h264__crf43,MountainBike_1920x1080_30fps_8bit,h264,720p,720,43,ladder,1182.419,8-bit src,30.0,34.489,76.817,23.668,23.599,28.199
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf18,MountainBike_1920x1080_30fps_8bit,hevc,720p,720,18,ladder,31851.048,8-bit src,30.0,99.539,99.687,97.369,97.355,96.244
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf23,MountainBike_1920x1080_30fps_8bit,hevc,720p,720,23,ladder,18739.048,8-bit src,30.0,96.186,99.451,90.398,90.384,89.952
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf28,MountainBike_1920x1080_30fps_8bit,hevc,720p,720,28,ladder,10066.095,8-bit src,30.0,82.047,97.531,79.512,79.5,80.177
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf33,MountainBike_1920x1080_30fps_8bit,hevc,720p,720,33,ladder,4865.595,8-bit src,30.0,63.846,92.437,63.799,63.781,65.861
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf38,MountainBike_1920x1080_30fps_8bit,hevc,720p,720,38,ladder,2040.939,8-bit src,30.0,47.836,85.423,42.32,42.293,45.899
MountainBike_1920x1080_30fps_8bit__1280x720__hevc__crf43,MountainBike_1920x1080_30fps_8bit,hevc,720p,720,43,ladder,796.984,8-bit src,30.0,36.298,78.184,19.632,19.597,24.257
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf20,MountainBike_1920x1080_30fps_8bit,vp9,720p,720,20,ladder,45075.851,8-bit src,30.0,99.656,99.772,99.805,99.803,99.684
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf30,MountainBike_1920x1080_30fps_8bit,vp9,720p,720,30,ladder,29175.841,8-bit src,30.0,99.57,99.714,98.129,98.111,97.2
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf40,MountainBike_1920x1080_30fps_8bit,vp9,720p,720,40,ladder,15752.33,8-bit src,30.0,95.397,99.439,90.275,90.25,89.85
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf50,MountainBike_1920x1080_30fps_8bit,vp9,720p,720,50,ladder,7344.801,8-bit src,30.0,78.45,96.731,74.597,74.566,75.715
MountainBike_1920x1080_30fps_8bit__1280x720__vp9__crf60,MountainBike_1920x1080_30fps_8bit,vp9,720p,720,60,ladder,2723.266,8-bit src,30.0,55.794,89.356,48.407,48.363,51.586
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf20,MountainBike_1920x1080_30fps_8bit,av1,1080p,1080,20,ladder,75646.417,8-bit src,30.0,99.88,99.956,99.944,99.952,99.927
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf30,MountainBike_1920x1080_30fps_8bit,av1,1080p,1080,30,ladder,46461.134,8-bit src,30.0,99.808,99.901,99.872,99.878,99.855
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf40,MountainBike_1920x1080_30fps_8bit,av1,1080p,1080,40,ladder,23941.009,8-bit src,30.0,99.569,99.77,96.139,96.271,95.224
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf50,MountainBike_1920x1080_30fps_8bit,av1,1080p,1080,50,ladder,10943.257,8-bit src,30.0,91.364,99.157,81.452,81.644,81.923
MountainBike_1920x1080_30fps_8bit__1920x1080__av1__crf60,MountainBike_1920x1080_30fps_8bit,av1,1080p,1080,60,ladder,3537.765,8-bit src,30.0,65.775,93.981,53.42,53.654,56.27
MountainBike_1920x1080_30fps_8bit__1920x1080__h264__crf18,MountainBike_1920x1080_30fps_8bit,h264,1080p,1080,18,ladder,59886.489,8-bit src,30.0,99.852,99.933,99.936,99.944,99.92
MountainBike_1920x1080_30fps_8bit__1920x1080__h264__crf23,MountainBike_1920x1080_30fps_8bit,h264,1080p,1080,23,ladder,35624.081,8-bit src,30.0,99.724,99.839,99.845,99.862,99.733
MountainBike_1920x1080_30fps_8bit__1920x1080__h264__crf28,MountainBike_1920x1080_30fps_8bit,h264,1080p,1080,28,ladder,19844.373,8-bit src,30.0,98.302,99.667,94.444,94.667,93.571
MountainBike_1920x1080_30fps_8bit__1920x1080__h264__crf33,MountainBike_1920x1080_30fps_8bit,h264,1080p,1080,33,ladder,10384.681,8-bit src,30.0,81.547,97.826,81.947,82.193,82.375
MountainBike_1920x1080_30fps_8bit__1920x1080__h264__crf38,MountainBike_1920x1080_30fps_8bit,h264,1080p,1080,38,ladder,5114.296,8-bit src,30.0,59.695,91.379,63.527,63.807,65.612
MountainBike_1920x1080_30fps_8bit__1920x1080__h264__crf43,MountainBike_1920x1080_30fps_8bit,h264,1080p,1080,43,ladder,2641.006,8-bit src,30.0,43.626,83.475,40.97,41.288,44.622
MountainBike_1920x1080_30fps_8bit__1920x1080__hevc__crf18,MountainBike_1920x1080_30fps_8bit,hevc,1080p,1080,18,ladder,61485.468,8-bit src,30.0,99.798,99.891,99.87,99.877,99.861
MountainBike_1920x1080_30fps_8bit__1920x1080__hevc__crf23,MountainBike_1920x1080_30fps_8bit,hevc,1080p,1080,23,ladder,36123.207,8-bit src,30.0,99.651,99.783,98.79,98.856,97.799
MountainBike_1920x1080_30fps_8bit__1920x1080__hevc__crf28,MountainBike_1920x1080_30fps_8bit,hevc,1080p,1080,28,ladder,19680.448,8-bit src,30.0,96.669,99.572,90.721,90.852,90.238
MountainBike_1920x1080_30fps_8bit__1920x1080__hevc__crf33,MountainBike_1920x1080_30fps_8bit,hevc,1080p,1080,33,ladder,9858.791,8-bit src,30.0,80.446,97.611,77.582,77.727,78.427
MountainBike_1920x1080_30fps_8bit__1920x1080__hevc__crf38,MountainBike_1920x1080_30fps_8bit,hevc,1080p,1080,38,ladder,4326.229,8-bit src,30.0,61.287,92.037,58.022,58.23,60.531
MountainBike_1920x1080_30fps_8bit__1920x1080__hevc__crf43,MountainBike_1920x1080_30fps_8bit,hevc,1080p,1080,43,ladder,1741.909,8-bit src,30.0,45.741,84.689,34.937,35.237,38.939
MountainBike_1920x1080_30fps_8bit__1920x1080__vp9__crf20,MountainBike_1920x1080_30fps_8bit,vp9,1080p,1080,20,ladder,85247.159,8-bit src,30.0,99.888,99.963,99.941,99.947,99.925
