pvs,src,codec,res_label,short_side,crf,pvs_set,bitrate_kbps,src_bitdepth,fps,v0_1080,v0_4k,v1_1d5h_2160,v1_1d5h_2160_8bit,v1_3d0h_1080
Riverbed_1920x1080p25__1920x1080__vp9__crf20,Riverbed_1920x1080p25,vp9,1080p,1080,20,ladder,43787.416,8-bit src,25.0,99.972,99.998,100.0,100.0,100.0
Riverbed_1920x1080p25__1920x1080__vp9__crf30,Riverbed_1920x1080p25,vp9,1080p,1080,30,ladder,23588.223,8-bit src,25.0,99.963,99.989,97.728,97.729,96.867
Riverbed_1920x1080p25__1920x1080__vp9__crf40,Riverbed_1920x1080p25,vp9,1080p,1080,40,ladder,11399.453,8-bit src,25.0,93.371,96.973,85.928,85.932,85.966
Riverbed_1920x1080p25__1920x1080__vp9__crf50,Riverbed_1920x1080p25,vp9,1080p,1080,50,ladder,5354.406,8-bit src,25.0,73.751,86.066,64.311,64.333,66.311
Riverbed_1920x1080p25__1920x1080__vp9__crf60,Riverbed_1920x1080p25,vp9,1080p,1080,60,ladder,2229.841,8-bit src,25.0,47.62,70.795,37.555,37.616,41.402
Riverbed_1920x1080p25__640x360__av1__crf20,Riverbed_1920x1080p25,av1,360p,360,20,ladder,7200.053,8-bit src,25.0,85.74,91.864,76.142,76.11,77.134
Riverbed_1920x1080p25__640x360__av1__crf30,Riverbed_1920x1080p25,av1,360p,360,30,ladder,4329.738,8-bit src,25.0,72.598,84.464,60.048,60.022,62.423
Riverbed_1920x1080p25__640x360__av1__crf40,Riverbed_1920x1080p25,av1,360p,360,40,ladder,2105.778,8-bit src,25.0,49.59,71.005,38.15,38.14,42.0
Riverbed_1920x1080p25__640x360__av1__crf50,Riverbed_1920x1080p25,av1,360p,360,50,ladder,871.392,8-bit src,25.0,27.744,56.734,18.957,18.938,23.711
Riverbed_1920x1080p25__640x360__av1__crf60,Riverbed_1920x1080p25,av1,360p,360,60,ladder,245.45,8-bit src,25.0,13.247,44.556,0.571,0.555,2.417
Riverbed_1920x1080p25__640x360__h264__crf18,Riverbed_1920x1080p25,h264,360p,360,18,ladder,7334.369,8-bit src,25.0,83.157,90.46,75.971,75.905,76.983
Riverbed_1920x1080p25__640x360__h264__crf23,Riverbed_1920x1080p25,h264,360p,360,23,ladder,4116.069,8-bit src,25.0,65.208,80.409,60.605,60.538,62.942
Riverbed_1920x1080p25__640x360__h264__crf28,Riverbed_1920x1080p25,h264,360p,360,28,ladder,2080.587,8-bit src,25.0,43.139,67.508,40.787,40.737,44.489
Riverbed_1920x1080p25__640x360__h264__crf33,Riverbed_1920x1080p25,h264,360p,360,33,ladder,955.2,8-bit src,25.0,26.14,56.196,18.144,18.103,22.935
Riverbed_1920x1080p25__640x360__h264__crf38,Riverbed_1920x1080p25,h264,360p,360,38,ladder,398.8,8-bit src,25.0,16.834,48.115,0.289,0.276,2.743
Riverbed_1920x1080p25__640x360__h264__crf43,Riverbed_1920x1080p25,h264,360p,360,43,ladder,153.676,8-bit src,25.0,13.723,43.59,0.0,0.0,0.0
Riverbed_1920x1080p25__640x360__hevc__crf18,Riverbed_1920x1080p25,hevc,360p,360,18,ladder,6599.39,8-bit src,25.0,75.204,85.001,70.44,70.389,71.952
Riverbed_1920x1080p25__640x360__hevc__crf23,Riverbed_1920x1080p25,hevc,360p,360,23,ladder,3747.2,8-bit src,25.0,57.949,74.928,54.244,54.206,57.056
Riverbed_1920x1080p25__640x360__hevc__crf28,Riverbed_1920x1080p25,hevc,360p,360,28,ladder,1940.76,8-bit src,25.0,38.493,63.207,34.576,34.553,38.621
Riverbed_1920x1080p25__640x360__hevc__crf33,Riverbed_1920x1080p25,hevc,360p,360,33,ladder,910.447,8-bit src,25.0,23.056,52.924,14.114,14.105,19.042
Riverbed_1920x1080p25__640x360__hevc__crf38,Riverbed_1920x1080p25,hevc,360p,360,38,ladder,374.887,8-bit src,25.0,14.167,45.528,0.646,0.644,2.882
Riverbed_1920x1080p25__640x360__hevc__crf43,Riverbed_1920x1080p25,hevc,360p,360,43,ladder,133.573,8-bit src,25.0,9.748,39.967,0.0,0.0,0.0
Riverbed_1920x1080p25__640x360__vp9__crf20,Riverbed_1920x1080p25,vp9,360p,360,20,ladder,8846.381,8-bit src,25.0,86.385,92.116,81.107,81.073,81.618
Riverbed_1920x1080p25__640x360__vp9__crf30,Riverbed_1920x1080p25,vp9,360p,360,30,ladder,5471.461,8-bit src,25.0,74.381,85.388,68.647,68.616,70.3
Riverbed_1920x1080p25__640x360__vp9__crf40,Riverbed_1920x1080p25,vp9,360p,360,40,ladder,2799.02,8-bit src,25.0,54.373,73.949,47.958,47.928,51.185
Riverbed_1920x1080p25__640x360__vp9__crf50,Riverbed_1920x1080p25,vp9,360p,360,50,ladder,1234.396,8-bit src,25.0,33.861,61.26,24.406,24.381,28.916
Riverbed_1920x1080p25__640x360__vp9__crf60,Riverbed_1920x1080p25,vp9,360p,360,60,ladder,458.507,8-bit src,25.0,19.875,50.748,4.438,4.405,8.203
Riverbed_1920x1080p25__960x540__av1__crf20,Riverbed_1920x1080p25,av1,540p,540,20,ladder,12421.352,8-bit src,25.0,98.996,99.633,89.906,89.862,89.514
Riverbed_1920x1080p25__960x540__av1__crf30,Riverbed_1920x1080p25,av1,540p,540,30,ladder,7383.373,8-bit src,25.0,89.787,94.84,74.614,74.577,75.744
Riverbed_1920x1080p25__960x540__av1__crf40,Riverbed_1920x1080p25,av1,540p,540,40,ladder,3677.167,8-bit src,25.0,68.295,82.415,52.787,52.768,55.701
Riverbed_1920x1080p25__960x540__av1__crf50,Riverbed_1920x1080p25,av1,540p,540,50,ladder,1625.593,8-bit src,25.0,42.712,66.901,32.808,32.805,36.944
Riverbed_1920x1080p25__960x540__av1__crf60,Riverbed_1920x1080p25,av1,540p,540,60,ladder,517.992,8-bit src,25.0,21.155,51.814,8.923,8.917,14.006
Riverbed_1920x1080p25__960x540__h264__crf18,Riverbed_1920x1080p25,h264,540p,540,18,ladder,13483.761,8-bit src,25.0,97.958,99.301,89.357,89.282,89.027
Riverbed_1920x1080p25__960x540__h264__crf23,Riverbed_1920x1080p25,h264,540p,540,23,ladder,7607.429,8-bit src,25.0,83.4,91.26,75.228,75.174,76.31
Riverbed_1920x1080p25__960x540__h264__crf28,Riverbed_1920x1080p25,h264,540p,540,28,ladder,4018.73,8-bit src,25.0,61.219,78.585,56.859,56.82,59.483
Riverbed_1920x1080p25__960x540__h264__crf33,Riverbed_1920x1080p25,h264,540p,540,33,ladder,1973.403,8-bit src,25.0,38.818,65.019,35.459,35.445,39.461
Riverbed_1920x1080p25__960x540__h264__crf38,Riverbed_1920x1080p25,h264,540p,540,38,ladder,892.386,8-bit src,25.0,23.268,54.004,12.171,12.162,17.162
Riverbed_1920x1080p25__960x540__h264__crf43,Riverbed_1920x1080p25,h264,540p,540,43,ladder,365.501,8-bit src,25.0,16.522,47.452,0.149,0.147,0.46
Riverbed_1920x1080p25__960x540__hevc__crf18,Riverbed_1920x1080p25,hevc,540p,540,18,ladder,11702.79,8-bit src,25.0,91.445,94.973,85.488,85.467,85.56
Riverbed_1920x1080p25__960x540__hevc__crf23,Riverbed_1920x1080p25,hevc,540p,540,23,ladder,6649.924,8-bit src,25.0,76.728,86.412,71.228,71.21,72.668
Riverbed_1920x1080p25__960x540__hevc__crf28,Riverbed_1920x1080p25,hevc,540p,540,28,ladder,3555.643,8-bit src,25.0,56.552,74.627,52.521,52.513,55.455
Riverbed_1920x1080p25__960x540__hevc__crf33,Riverbed_1920x1080p25,hevc,540p,540,33,ladder,1762.376,8-bit src,25.0,36.431,62.384,31.165,31.162,35.384
Riverbed_1920x1080p25__960x540__hevc__crf38,Riverbed_1920x1080p25,hevc,540p,540,38,ladder,769.924,8-bit src,25.0,22.157,52.57,10.223,10.225,15.272
Riverbed_1920x1080p25__960x540__hevc__crf43,Riverbed_1920x1080p25,hevc,540p,540,43,ladder,293.506,8-bit src,25.0,13.9,45.088,0.181,0.179,1.238
Riverbed_1920x1080p25__960x540__vp9__crf20,Riverbed_1920x1080p25,vp9,540p,540,20,ladder,15959.306,8-bit src,25.0,98.81,99.543,93.97,93.94,93.173
Riverbed_1920x1080p25__960x540__vp9__crf30,Riverbed_1920x1080p25,vp9,540p,540,30,ladder,9681.955,8-bit src,25.0,90.873,95.302,82.846,82.825,83.19
Riverbed_1920x1080p25__960x540__vp9__crf40,Riverbed_1920x1080p25,vp9,540p,540,40,ladder,4945.44,8-bit src,25.0,72.654,85.095,63.277,63.266,65.37
Riverbed_1920x1080p25__960x540__vp9__crf50,Riverbed_1920x1080p25,vp9,540p,540,50,ladder,2226.126,8-bit src,25.0,48.669,71.043,39.171,39.163,42.929
Riverbed_1920x1080p25__960x540__vp9__crf60,Riverbed_1920x1080p25,vp9,540p,540,60,ladder,852.404,8-bit src,25.0,28.37,57.724,15.17,15.13,20.036
RushFieldCuts_1920x1080_2997__1280x720__av1__crf20,RushFieldCuts_1920x1080_2997,av1,720p,720,20,ladder,15345.833,8-bit src,29.97002997002997,93.835,95.867,95.324,95.277,94.339
RushFieldCuts_1920x1080_2997__1280x720__av1__crf30,RushFieldCuts_1920x1080_2997,av1,720p,720,30,ladder,7606.251,8-bit src,29.97002997002997,88.817,92.614,90.791,90.739,90.307
RushFieldCuts_1920x1080_2997__1280x720__av1__crf40,RushFieldCuts_1920x1080_2997,av1,720p,720,40,ladder,3566.848,8-bit src,29.97002997002997,79.593,86.73,82.482,82.417,82.863
RushFieldCuts_1920x1080_2997__1280x720__av1__crf50,RushFieldCuts_1920x1080_2997,av1,720p,720,50,ladder,1742.101,8-bit src,29.97002997002997,66.61,78.337,70.69,70.623,72.183
RushFieldCuts_1920x1080_2997__1280x720__av1__crf60,RushFieldCuts_1920x1080_2997,av1,720p,720,60,ladder,718.271,8-bit src,29.97002997002997,48.755,66.566,51.432,51.36,54.444
RushFieldCuts_1920x1080_2997__1280x720__h264__crf18,RushFieldCuts_1920x1080_2997,h264,720p,720,18,ladder,12224.652,8-bit src,29.97002997002997,92.225,94.731,94.36,94.322,93.483
RushFieldCuts_1920x1080_2997__1280x720__h264__crf23,RushFieldCuts_1920x1080_2997,h264,720p,720,23,ladder,5970.772,8-bit src,29.97002997002997,86.005,90.771,89.389,89.355,89.056
RushFieldCuts_1920x1080_2997__1280x720__h264__crf28,RushFieldCuts_1920x1080_2997,h264,720p,720,28,ladder,3084.934,8-bit src,29.97002997002997,74.735,83.738,81.407,81.37,81.896
RushFieldCuts_1920x1080_2997__1280x720__h264__crf33,RushFieldCuts_1920x1080_2997,h264,720p,720,33,ladder,1595.405,8-bit src,29.97002997002997,57.929,73.124,68.458,68.408,70.147
RushFieldCuts_1920x1080_2997__1280x720__h264__crf38,RushFieldCuts_1920x1080_2997,h264,720p,720,38,ladder,795.412,8-bit src,29.97002997002997,38.515,60.161,49.28,49.201,52.446
RushFieldCuts_1920x1080_2997__1280x720__h264__crf43,RushFieldCuts_1920x1080_2997,h264,720p,720,43,ladder,367.282,8-bit src,29.97002997002997,21.098,46.788,23.084,22.99,27.681
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf18,RushFieldCuts_1920x1080_2997,hevc,720p,720,18,ladder,13032.767,8-bit src,29.97002997002997,91.125,93.967,93.527,93.482,92.743
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf23,RushFieldCuts_1920x1080_2997,hevc,720p,720,23,ladder,6633.298,8-bit src,29.97002997002997,84.591,89.725,88.319,88.28,88.099
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf28,RushFieldCuts_1920x1080_2997,hevc,720p,720,28,ladder,3414.446,8-bit src,29.97002997002997,73.833,82.839,79.796,79.751,80.442
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf33,RushFieldCuts_1920x1080_2997,hevc,720p,720,33,ladder,1684.048,8-bit src,29.97002997002997,58.459,73.011,65.961,65.914,67.861
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf38,RushFieldCuts_1920x1080_2997,hevc,720p,720,38,ladder,764.995,8-bit src,29.97002997002997,40.425,61.047,46.054,45.973,49.428
RushFieldCuts_1920x1080_2997__1280x720__hevc__crf43,RushFieldCuts_1920x1080_2997,hevc,720p,720,43,ladder,311.042,8-bit src,29.97002997002997,23.124,48.265,18.602,18.511,23.373
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf20,RushFieldCuts_1920x1080_2997,vp9,720p,720,20,ladder,20712.051,8-bit src,29.97002997002997,95.253,96.852,96.557,96.503,95.434
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf30,RushFieldCuts_1920x1080_2997,vp9,720p,720,30,ladder,10213.299,8-bit src,29.97002997002997,90.659,93.906,92.912,92.852,92.195
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf40,RushFieldCuts_1920x1080_2997,vp9,720p,720,40,ladder,4691.491,8-bit src,29.97002997002997,80.612,87.564,85.313,85.25,85.405
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf50,RushFieldCuts_1920x1080_2997,vp9,720p,720,50,ladder,2143.64,8-bit src,29.97002997002997,63.651,76.888,70.964,70.865,72.427
RushFieldCuts_1920x1080_2997__1280x720__vp9__crf60,RushFieldCuts_1920x1080_2997,vp9,720p,720,60,ladder,887.262,8-bit src,29.97002997002997,42.071,62.641,45.273,45.142,48.681
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf20,RushFieldCuts_1920x1080_2997,av1,1080p,1080,20,ladder,35534.452,8-bit src,29.97002997002997,99.288,99.667,99.67,99.697,98.515
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf30,RushFieldCuts_1920x1080_2997,av1,1080p,1080,30,ladder,14236.703,8-bit src,29.97002997002997,95.447,97.215,96.132,96.212,95.055
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf40,RushFieldCuts_1920x1080_2997,av1,1080p,1080,40,ladder,6061.163,8-bit src,29.97002997002997,88.596,92.735,89.682,89.832,89.317
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf50,RushFieldCuts_1920x1080_2997,av1,1080p,1080,50,ladder,3006.655,8-bit src,29.97002997002997,78.384,86.117,80.716,81.039,81.272
RushFieldCuts_1920x1080_2997__1920x1080__av1__crf60,RushFieldCuts_1920x1080_2997,av1,1080p,1080,60,ladder,1274.875,8-bit src,29.97002997002997,61.639,75.225,63.832,64.406,65.907
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf18,RushFieldCuts_1920x1080_2997,h264,1080p,1080,18,ladder,32521.239,8-bit src,29.97002997002997,97.718,98.563,98.89,98.9,97.835
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf23,RushFieldCuts_1920x1080_2997,h264,1080p,1080,23,ladder,12976.71,8-bit src,29.97002997002997,92.955,95.446,95.218,95.253,94.245
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf28,RushFieldCuts_1920x1080_2997,h264,1080p,1080,28,ladder,5780.244,8-bit src,29.97002997002997,84.926,90.332,89.43,89.545,89.093
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf33,RushFieldCuts_1920x1080_2997,h264,1080p,1080,33,ladder,3001.128,8-bit src,29.97002997002997,71.007,81.534,79.449,79.764,80.13
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf38,RushFieldCuts_1920x1080_2997,h264,1080p,1080,38,ladder,1576.402,8-bit src,29.97002997002997,51.7,69.06,64.109,64.687,66.165
RushFieldCuts_1920x1080_2997__1920x1080__h264__crf43,RushFieldCuts_1920x1080_2997,h264,1080p,1080,43,ladder,789.29,8-bit src,29.97002997002997,31.326,54.898,41.199,42.0,44.879
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf18,RushFieldCuts_1920x1080_2997,hevc,1080p,1080,18,ladder,29727.487,8-bit src,29.97002997002997,96.971,98.081,98.059,98.078,96.965
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf23,RushFieldCuts_1920x1080_2997,hevc,1080p,1080,23,ladder,12923.488,8-bit src,29.97002997002997,91.817,94.673,93.865,93.914,93.043
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf28,RushFieldCuts_1920x1080_2997,hevc,1080p,1080,28,ladder,6065.56,8-bit src,29.97002997002997,84.108,89.687,87.67,87.783,87.518
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf33,RushFieldCuts_1920x1080_2997,hevc,1080p,1080,33,ladder,2954.486,8-bit src,29.97002997002997,71.669,81.775,77.096,77.451,78.001
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf38,RushFieldCuts_1920x1080_2997,hevc,1080p,1080,38,ladder,1406.961,8-bit src,29.97002997002997,54.442,70.691,60.393,61.107,62.745
RushFieldCuts_1920x1080_2997__1920x1080__hevc__crf43,RushFieldCuts_1920x1080_2997,hevc,1080p,1080,43,ladder,619.047,8-bit src,29.97002997002997,35.649,57.94,35.921,36.744,39.897
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf20,RushFieldCuts_1920x1080_2997,vp9,1080p,1080,20,ladder,50626.18,8-bit src,29.97002997002997,99.858,99.993,100.0,100.0,99.353
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf30,RushFieldCuts_1920x1080_2997,vp9,1080p,1080,30,ladder,23980.008,8-bit src,29.97002997002997,96.817,98.118,97.739,97.775,96.676
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf40,RushFieldCuts_1920x1080_2997,vp9,1080p,1080,40,ladder,8650.207,8-bit src,29.97002997002997,89.506,93.397,91.962,92.053,91.36
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf50,RushFieldCuts_1920x1080_2997,vp9,1080p,1080,50,ladder,3753.833,8-bit src,29.97002997002997,76.645,85.274,81.598,81.866,82.064
RushFieldCuts_1920x1080_2997__1920x1080__vp9__crf60,RushFieldCuts_1920x1080_2997,vp9,1080p,1080,60,ladder,1637.172,8-bit src,29.97002997002997,56.324,72.267,61.586,62.301,63.834
RushFieldCuts_1920x1080_2997__640x360__av1__crf20,RushFieldCuts_1920x1080_2997,av1,360p,360,20,ladder,4293.926,8-bit src,29.97002997002997,66.688,76.636,71.346,71.252,72.782
RushFieldCuts_1920x1080_2997__640x360__av1__crf30,RushFieldCuts_1920x1080_2997,av1,360p,360,30,ladder,2317.223,8-bit src,29.97002997002997,59.836,72.448,64.907,64.694,66.897
RushFieldCuts_1920x1080_2997__640x360__av1__crf40,RushFieldCuts_1920x1080_2997,av1,360p,360,40,ladder,1153.224,8-bit src,29.97002997002997,48.272,65.155,52.427,52.016,55.375
RushFieldCuts_1920x1080_2997__640x360__av1__crf50,RushFieldCuts_1920x1080_2997,av1,360p,360,50,ladder,584.448,8-bit src,29.97002997002997,36.368,57.268,37.985,37.452,41.849
RushFieldCuts_1920x1080_2997__640x360__av1__crf60,RushFieldCuts_1920x1080_2997,av1,360p,360,60,ladder,231.81,8-bit src,29.97002997002997,22.619,47.355,16.683,15.96,21.522
RushFieldCuts_1920x1080_2997__640x360__h264__crf18,RushFieldCuts_1920x1080_2997,h264,360p,360,18,ladder,3916.089,8-bit src,29.97002997002997,65.827,76.107,70.716,70.677,72.209
RushFieldCuts_1920x1080_2997__640x360__h264__crf23,RushFieldCuts_1920x1080_2997,h264,360p,360,23,ladder,2091.659,8-bit src,29.97002997002997,56.651,70.578,62.729,62.623,64.897
RushFieldCuts_1920x1080_2997__640x360__h264__crf28,RushFieldCuts_1920x1080_2997,h264,360p,360,28,ladder,1064.551,8-bit src,29.97002997002997,42.988,62.081,49.493,49.217,52.644
RushFieldCuts_1920x1080_2997__640x360__h264__crf33,RushFieldCuts_1920x1080_2997,h264,360p,360,33,ladder,499.216,8-bit src,29.97002997002997,27.997,51.934,30.353,29.799,34.622
RushFieldCuts_1920x1080_2997__640x360__h264__crf38,RushFieldCuts_1920x1080_2997,h264,360p,360,38,ladder,219.484,8-bit src,29.97002997002997,15.407,41.686,7.387,6.748,12.447
RushFieldCuts_1920x1080_2997__640x360__h264__crf43,RushFieldCuts_1920x1080_2997,h264,360p,360,43,ladder,90.154,8-bit src,29.97002997002997,7.4,32.523,0.0,0.0,0.0
RushFieldCuts_1920x1080_2997__640x360__hevc__crf18,RushFieldCuts_1920x1080_2997,hevc,360p,360,18,ladder,4303.931,8-bit src,29.97002997002997,63.421,74.463,69.457,69.408,71.06
RushFieldCuts_1920x1080_2997__640x360__hevc__crf23,RushFieldCuts_1920x1080_2997,hevc,360p,360,23,ladder,2372.183,8-bit src,29.97002997002997,54.048,68.586,61.233,61.157,63.52
RushFieldCuts_1920x1080_2997__640x360__hevc__crf28,RushFieldCuts_1920x1080_2997,hevc,360p,360,28,ladder,1218.095,8-bit src,29.97002997002997,41.529,60.548,49.326,49.155,52.486
RushFieldCuts_1920x1080_2997__640x360__hevc__crf33,RushFieldCuts_1920x1080_2997,hevc,360p,360,33,ladder,567.341,8-bit src,29.97002997002997,27.778,51.218,30.799,30.374,35.043
RushFieldCuts_1920x1080_2997__640x360__hevc__crf38,RushFieldCuts_1920x1080_2997,hevc,360p,360,38,ladder,234.8,8-bit src,29.97002997002997,15.126,41.3,7.052,6.5,12.142
RushFieldCuts_1920x1080_2997__640x360__hevc__crf43,RushFieldCuts_1920x1080_2997,hevc,360p,360,43,ladder,87.335,8-bit src,29.97002997002997,4.475,30.109,0.0,0.0,0.001
RushFieldCuts_1920x1080_2997__640x360__vp9__crf20,RushFieldCuts_1920x1080_2997,vp9,360p,360,20,ladder,6064.361,8-bit src,29.97002997002997,68.748,77.988,73.786,73.755,75.002
RushFieldCuts_1920x1080_2997__640x360__vp9__crf30,RushFieldCuts_1920x1080_2997,vp9,360p,360,30,ladder,3525.266,8-bit src,29.97002997002997,61.685,73.707,68.745,68.67,70.408
RushFieldCuts_1920x1080_2997__640x360__vp9__crf40,RushFieldCuts_1920x1080_2997,vp9,360p,360,40,ladder,1694.371,8-bit src,29.97002997002997,48.258,65.419,56.811,56.605,59.434
RushFieldCuts_1920x1080_2997__640x360__vp9__crf50,RushFieldCuts_1920x1080_2997,vp9,360p,360,50,ladder,729.798,8-bit src,29.97002997002997,31.927,54.624,35.695,35.088,39.674
RushFieldCuts_1920x1080_2997__640x360__vp9__crf60,RushFieldCuts_1920x1080_2997,vp9,360p,360,60,ladder,275.803,8-bit src,29.97002997002997,17.423,43.325,6.013,5.354,10.963
RushFieldCuts_1920x1080_2997__960x540__av1__crf20,RushFieldCuts_1920x1080_2997,av1,540p,540,20,ladder,8303.097,8-bit src,29.97002997002997,85.481,89.829,87.539,87.466,87.402
RushFieldCuts_1920x1080_2997__960x540__av1__crf30,RushFieldCuts_1920x1080_2997,av1,540p,540,30,ladder,4465.158,8-bit src,29.97002997002997,80.091,86.493,82.297,82.182,82.697
RushFieldCuts_1920x1080_2997__960x540__av1__crf40,RushFieldCuts_1920x1080_2997,av1,540p,540,40,ladder,2236.747,8-bit src,29.97002997002997,69.682,79.968,71.815,71.601,73.209
RushFieldCuts_1920x1080_2997__960x540__av1__crf50,RushFieldCuts_1920x1080_2997,av1,540p,540,50,ladder,1157.262,8-bit src,29.97002997002997,56.551,71.513,58.053,57.767,60.586
RushFieldCuts_1920x1080_2997__960x540__av1__crf60,RushFieldCuts_1920x1080_2997,av1,540p,540,60,ladder,473.416,8-bit src,29.97002997002997,39.037,59.782,36.971,36.549,40.888
RushFieldCuts_1920x1080_2997__960x540__h264__crf18,RushFieldCuts_1920x1080_2997,h264,540p,540,18,ladder,7473.503,8-bit src,29.97002997002997,84.174,88.912,86.84,86.779,86.776
RushFieldCuts_1920x1080_2997__960x540__h264__crf23,RushFieldCuts_1920x1080_2997,h264,540p,540,23,ladder,3864.927,8-bit src,29.97002997002997,76.445,84.139,79.906,79.84,80.542
RushFieldCuts_1920x1080_2997__960x540__h264__crf28,RushFieldCuts_1920x1080_2997,h264,540p,540,28,ladder,2000.743,8-bit src,29.97002997002997,63.239,75.996,68.893,68.804,70.545
RushFieldCuts_1920x1080_2997__960x540__h264__crf33,RushFieldCuts_1920x1080_2997,h264,540p,540,33,ladder,996.937,8-bit src,29.97002997002997,45.892,64.926,52.099,51.901,55.07
RushFieldCuts_1920x1080_2997__960x540__h264__crf38,RushFieldCuts_1920x1080_2997,h264,540p,540,38,ladder,470.288,8-bit src,29.97002997002997,28.204,52.486,29.977,29.675,34.263
RushFieldCuts_1920x1080_2997__960x540__h264__crf43,RushFieldCuts_1920x1080_2997,h264,540p,540,43,ladder,206.483,8-bit src,29.97002997002997,14.347,40.493,2.578,2.235,7.553
RushFieldCuts_1920x1080_2997__960x540__hevc__crf18,RushFieldCuts_1920x1080_2997,hevc,540p,540,18,ladder,8236.439,8-bit src,29.97002997002997,82.71,87.934,86.109,86.06,86.121
RushFieldCuts_1920x1080_2997__960x540__hevc__crf23,RushFieldCuts_1920x1080_2997,hevc,540p,540,23,ladder,4408.94,8-bit src,29.97002997002997,74.661,82.826,79.405,79.347,80.09
RushFieldCuts_1920x1080_2997__960x540__hevc__crf28,RushFieldCuts_1920x1080_2997,hevc,540p,540,28,ladder,2282.071,8-bit src,29.97002997002997,62.155,74.882,68.65,68.573,70.32
RushFieldCuts_1920x1080_2997__960x540__hevc__crf33,RushFieldCuts_1920x1080_2997,hevc,540p,540,33,ladder,1097.807,8-bit src,29.97002997002997,46.373,64.718,52.435,52.257,55.379
RushFieldCuts_1920x1080_2997__960x540__hevc__crf38,RushFieldCuts_1920x1080_2997,hevc,540p,540,38,ladder,478.118,8-bit src,29.97002997002997,29.547,53.091,29.844,29.487,34.133
RushFieldCuts_1920x1080_2997__960x540__hevc__crf43,RushFieldCuts_1920x1080_2997,hevc,540p,540,43,ladder,184.226,8-bit src,29.97002997002997,14.62,40.826,2.269,1.971,7.244
RushFieldCuts_1920x1080_2997__960x540__vp9__crf20,RushFieldCuts_1920x1080_2997,vp9,540p,540,20,ladder,12154.964,8-bit src,29.97002997002997,87.337,91.067,89.751,89.698,89.38
RushFieldCuts_1920x1080_2997__960x540__vp9__crf30,RushFieldCuts_1920x1080_2997,vp9,540p,540,30,ladder,6644.515,8-bit src,29.97002997002997,81.712,87.584,85.444,85.362,85.524
RushFieldCuts_1920x1080_2997__960x540__vp9__crf40,RushFieldCuts_1920x1080_2997,vp9,540p,540,40,ladder,3164.875,8-bit src,29.97002997002997,69.607,80.11,75.735,75.596,76.766
RushFieldCuts_1920x1080_2997__960x540__vp9__crf50,RushFieldCuts_1920x1080_2997,vp9,540p,540,50,ladder,1413.231,8-bit src,29.97002997002997,51.604,68.734,58.052,57.76,60.576
RushFieldCuts_1920x1080_2997__960x540__vp9__crf60,RushFieldCuts_1920x1080_2997,vp9,540p,540,60,ladder,568.344,8-bit src,29.97002997002997,32.472,55.606,30.506,29.909,34.748
Skater227_1920x1080_30fps__1280x720__av1__crf20,Skater227_1920x1080_30fps,av1,720p,720,20,ladder,2400.208,10-bit src,30.0,98.334,98.439,95.843,95.843,94.849
Skater227_1920x1080_30fps__1280x720__av1__crf30,Skater227_1920x1080_30fps,av1,720p,720,30,ladder,1258.989,10-bit src,30.0,94.338,95.227,89.971,89.971,89.571
Skater227_1920x1080_30fps__1280x720__av1__crf40,Skater227_1920x1080_30fps,av1,720p,720,40,ladder,615.83,10-bit src,30.0,84.419,88.108,79.736,79.736,80.379
Skater227_1920x1080_30fps__1280x720__av1__crf50,Skater227_1920x1080_30fps,av1,720p,720,50,ladder,308.364,10-bit src,30.0,71.521,78.899,67.429,67.429,69.186
Skater227_1920x1080_30fps__1280x720__av1__crf60,Skater227_1920x1080_30fps,av1,720p,720,60,ladder,147.707,10-bit src,30.0,52.522,65.201,48.143,48.143,51.347
Skater227_1920x1080_30fps__1280x720__h264__crf18,Skater227_1920x1080_30fps,h264,720p,720,18,ladder,3657.789,10-bit src,30.0,97.733,97.863,95.808,95.808,94.783
